HSCode,Commodity,value,country,year
74,COPPER AND ARTICLES THEREOF.,1.57,NORWAY,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,NORWAY,2015
74,COPPER AND ARTICLES THEREOF.,0.19,OMAN,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,OMAN,2015
74,COPPER AND ARTICLES THEREOF.,0.22,PAKISTAN IR,2015
74,COPPER AND ARTICLES THEREOF.,1.4,PERU,2015
74,COPPER AND ARTICLES THEREOF.,0.62,PHILIPPINES,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.14,PHILIPPINES,2015
74,COPPER AND ARTICLES THEREOF.,12.88,POLAND,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.64,POLAND,2015
74,COPPER AND ARTICLES THEREOF.,5.5,PORTUGAL,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,PORTUGAL,2015
74,COPPER AND ARTICLES THEREOF.,17.55,QATAR,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,QATAR,2015
74,COPPER AND ARTICLES THEREOF.,0.41,REUNION,2015
74,COPPER AND ARTICLES THEREOF.,0.35,ROMANIA,2015
74,COPPER AND ARTICLES THEREOF.,289.63,RUSSIA,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",47.96,RUSSIA,2015
74,COPPER AND ARTICLES THEREOF.,0.12,RWANDA,2015
74,COPPER AND ARTICLES THEREOF.,133.88,SAUDI ARAB,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",808.35,SAUDI ARAB,2015
74,COPPER AND ARTICLES THEREOF.,2.36,SENEGAL,2015
74,COPPER AND ARTICLES THEREOF.,0.71,SIERRA LEONE,2015
74,COPPER AND ARTICLES THEREOF.,7.85,SINGAPORE,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",77.62,SINGAPORE,2015
74,COPPER AND ARTICLES THEREOF.,1.41,SLOVAK REP,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.02,SLOVAK REP,2015
74,COPPER AND ARTICLES THEREOF.,2.37,SLOVENIA,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,SLOVENIA,2015
74,COPPER AND ARTICLES THEREOF.,44.08,SOUTH AFRICA,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.76,SOUTH AFRICA,2015
74,COPPER AND ARTICLES THEREOF.,14.59,SPAIN,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.11,SPAIN,2015
74,COPPER AND ARTICLES THEREOF.,10.05,SRI LANKA DSR,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.1,SRI LANKA DSR,2015
74,COPPER AND ARTICLES THEREOF.,0.14,ST LUCIA,2015
74,COPPER AND ARTICLES THEREOF.,0.93,SUDAN,2015
74,COPPER AND ARTICLES THEREOF.,0.04,SWAZILAND,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.05,SWAZILAND,2015
74,COPPER AND ARTICLES THEREOF.,6.6,SWEDEN,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",2.29,SWEDEN,2015
74,COPPER AND ARTICLES THEREOF.,12.27,SWITZERLAND,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",13.22,SWITZERLAND,2015
74,COPPER AND ARTICLES THEREOF.,24.02,TAIWAN,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.18,TAIWAN,2015
74,COPPER AND ARTICLES THEREOF.,9.27,TANZANIA REP,2015
74,COPPER AND ARTICLES THEREOF.,116.65,THAILAND,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.09,THAILAND,2015
74,COPPER AND ARTICLES THEREOF.,3.65,TOGO,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,TOKELAU IS,2015
74,COPPER AND ARTICLES THEREOF.,0.01,TRINIDAD,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,TRINIDAD,2015
74,COPPER AND ARTICLES THEREOF.,11.44,TURKEY,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",28.15,TURKEY,2015
74,COPPER AND ARTICLES THEREOF.,545.19,U ARAB EMTS,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",3.4,U ARAB EMTS,2015
74,COPPER AND ARTICLES THEREOF.,104.23,U K,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",169.59,U K,2015
74,COPPER AND ARTICLES THEREOF.,94.77,U S A,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1857.04,U S A,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.15,UKRAINE,2015
74,COPPER AND ARTICLES THEREOF.,0.22,UNSPECIFIED,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",15.35,UNSPECIFIED,2015
74,COPPER AND ARTICLES THEREOF.,114.81,VIETNAM SOC REP,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.05,VIETNAM SOC REP,2015
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,VIRGIN IS US,2015
74,COPPER AND ARTICLES THEREOF.,442.31,ZAMBIA,2015
74,COPPER AND ARTICLES THEREOF.,0,AFGHANISTAN TIS,2014
74,COPPER AND ARTICLES THEREOF.,0.1,ALBANIA,2014
74,COPPER AND ARTICLES THEREOF.,0.35,AMERI SAMOA,2014
74,COPPER AND ARTICLES THEREOF.,2.85,ANGOLA,2014
74,COPPER AND ARTICLES THEREOF.,0,ARGENTINA,2014
74,COPPER AND ARTICLES THEREOF.,0.1,ARMENIA,2014
74,COPPER AND ARTICLES THEREOF.,9.81,AUSTRALIA,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.9,AUSTRALIA,2014
74,COPPER AND ARTICLES THEREOF.,4.39,AUSTRIA,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.43,AUSTRIA,2014
74,COPPER AND ARTICLES THEREOF.,0.19,AZERBAIJAN,2014
74,COPPER AND ARTICLES THEREOF.,9.97,BAHARAIN IS,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,BAHARAIN IS,2014
74,COPPER AND ARTICLES THEREOF.,8.31,BANGLADESH PR,2014
74,COPPER AND ARTICLES THEREOF.,14.06,BELGIUM,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.27,BELGIUM,2014
74,COPPER AND ARTICLES THEREOF.,4.07,BENIN,2014
74,COPPER AND ARTICLES THEREOF.,4.13,BHUTAN,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,BHUTAN,2014
74,COPPER AND ARTICLES THEREOF.,0.19,BOTSWANA,2014
74,COPPER AND ARTICLES THEREOF.,1.38,BRAZIL,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",45.71,BRAZIL,2014
74,COPPER AND ARTICLES THEREOF.,3.2,BULGARIA,2014
74,COPPER AND ARTICLES THEREOF.,0,CAMBODIA,2014
74,COPPER AND ARTICLES THEREOF.,2.95,CANADA,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",100.24,CANADA,2014
74,COPPER AND ARTICLES THEREOF.,0.56,CAPE VERDE IS,2014
74,COPPER AND ARTICLES THEREOF.,110.27,CHILE,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",10.12,CHILE,2014
74,COPPER AND ARTICLES THEREOF.,203.72,CHINA P RP,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",23.61,CHINA P RP,2014
74,COPPER AND ARTICLES THEREOF.,39.37,CONGO D. REP.,2014
74,COPPER AND ARTICLES THEREOF.,78.39,CONGO P REP,2014
74,COPPER AND ARTICLES THEREOF.,1.26,COTE D' IVOIRE,2014
74,COPPER AND ARTICLES THEREOF.,0.03,CROATIA,2014
74,COPPER AND ARTICLES THEREOF.,1.15,CYPRUS,2014
74,COPPER AND ARTICLES THEREOF.,5.38,CZECH REPUBLIC,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.07,CZECH REPUBLIC,2014
74,COPPER AND ARTICLES THEREOF.,8.8,DENMARK,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.83,DENMARK,2014
74,COPPER AND ARTICLES THEREOF.,0.34,DOMINIC REP,2014
74,COPPER AND ARTICLES THEREOF.,0.2,ECUADOR,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,ECUADOR,2014
74,COPPER AND ARTICLES THEREOF.,1.46,EGYPT A RP,2014
74,COPPER AND ARTICLES THEREOF.,0.78,ESTONIA,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.02,ESTONIA,2014
74,COPPER AND ARTICLES THEREOF.,0.08,ETHIOPIA,2014
74,COPPER AND ARTICLES THEREOF.,9.02,FINLAND,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.03,FR GUIANA,2014
74,COPPER AND ARTICLES THEREOF.,22.49,FRANCE,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1409.87,FRANCE,2014
74,COPPER AND ARTICLES THEREOF.,0.88,GABON,2014
74,COPPER AND ARTICLES THEREOF.,0.01,GAMBIA,2014
74,COPPER AND ARTICLES THEREOF.,2.68,GEORGIA,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,GEORGIA,2014
74,COPPER AND ARTICLES THEREOF.,164.75,GERMANY,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",306.22,GERMANY,2014
74,COPPER AND ARTICLES THEREOF.,2.1,GHANA,2014
74,COPPER AND ARTICLES THEREOF.,2.02,GREECE,2014
74,COPPER AND ARTICLES THEREOF.,1.4,GUINEA,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,GUINEA,2014
74,COPPER AND ARTICLES THEREOF.,2.9,HONG KONG,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",3.09,HONG KONG,2014
74,COPPER AND ARTICLES THEREOF.,0.97,HUNGARY,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.1,HUNGARY,2014
74,COPPER AND ARTICLES THEREOF.,0.01,ICELAND,2014
74,COPPER AND ARTICLES THEREOF.,30.24,INDONESIA,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,INDONESIA,2014
74,COPPER AND ARTICLES THEREOF.,0.04,IRELAND,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.6,IRELAND,2014
74,COPPER AND ARTICLES THEREOF.,0.87,ISRAEL,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",47.63,ISRAEL,2014
74,COPPER AND ARTICLES THEREOF.,29.01,ITALY,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",14.24,ITALY,2014
74,COPPER AND ARTICLES THEREOF.,0.13,JAMAICA,2014
74,COPPER AND ARTICLES THEREOF.,130.4,JAPAN,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",4.74,JAPAN,2014
74,COPPER AND ARTICLES THEREOF.,9.17,JORDAN,2014
74,COPPER AND ARTICLES THEREOF.,0.06,KAZAKHSTAN,2014
74,COPPER AND ARTICLES THEREOF.,3.92,KENYA,2014
74,COPPER AND ARTICLES THEREOF.,0.04,KOREA DP RP,2014
74,COPPER AND ARTICLES THEREOF.,35.09,KOREA RP,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,KOREA RP,2014
74,COPPER AND ARTICLES THEREOF.,20.08,KUWAIT,2014
74,COPPER AND ARTICLES THEREOF.,1.19,LATVIA,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.06,LATVIA,2014
74,COPPER AND ARTICLES THEREOF.,8.06,LEBANON,2014
74,COPPER AND ARTICLES THEREOF.,0.22,LIBERIA,2014
74,COPPER AND ARTICLES THEREOF.,0.4,LIBYA,2014
74,COPPER AND ARTICLES THEREOF.,0.41,LITHUANIA,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.13,LITHUANIA,2014
74,COPPER AND ARTICLES THEREOF.,1.52,LUXEMBOURG,2014
74,COPPER AND ARTICLES THEREOF.,1.9,MADAGASCAR,2014
74,COPPER AND ARTICLES THEREOF.,271.32,MALAYSIA,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",84.8,MALAYSIA,2014
74,COPPER AND ARTICLES THEREOF.,0.62,MALDIVES,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,MALDIVES,2014
74,COPPER AND ARTICLES THEREOF.,0.56,MALI,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.02,MALTA,2014
74,COPPER AND ARTICLES THEREOF.,3.36,MAURITANIA,2014
74,COPPER AND ARTICLES THEREOF.,0.87,MAURITIUS,2014
74,COPPER AND ARTICLES THEREOF.,0.82,MEXICO,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",5.73,MEXICO,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,MONACO,2014
74,COPPER AND ARTICLES THEREOF.,5.78,MOROCCO,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,MOROCCO,2014
74,COPPER AND ARTICLES THEREOF.,0.21,MOZAMBIQUE,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,MYANMAR,2014
74,COPPER AND ARTICLES THEREOF.,0.14,NAMIBIA,2014
74,COPPER AND ARTICLES THEREOF.,14.42,NEPAL,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,NEPAL,2014
74,COPPER AND ARTICLES THEREOF.,22.33,NETHERLAND,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.32,NETHERLAND,2014
74,COPPER AND ARTICLES THEREOF.,0.36,NETHERLANDANTIL,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.07,NETHERLANDANTIL,2014
74,COPPER AND ARTICLES THEREOF.,1.65,NEW ZEALAND,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,NEW ZEALAND,2014
74,COPPER AND ARTICLES THEREOF.,5.41,NIGERIA,2014
74,COPPER AND ARTICLES THEREOF.,1.91,NORWAY,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.04,NORWAY,2014
74,COPPER AND ARTICLES THEREOF.,0.34,OMAN,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.13,OMAN,2014
74,COPPER AND ARTICLES THEREOF.,0.98,PAKISTAN IR,2014
74,COPPER AND ARTICLES THEREOF.,1.02,PERU,2014
74,COPPER AND ARTICLES THEREOF.,0.93,PHILIPPINES,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.06,PHILIPPINES,2014
74,COPPER AND ARTICLES THEREOF.,20.57,POLAND,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",2.37,POLAND,2014
74,COPPER AND ARTICLES THEREOF.,3.36,PORTUGAL,2014
74,COPPER AND ARTICLES THEREOF.,0.22,PUERTO RICO,2014
74,COPPER AND ARTICLES THEREOF.,20.91,QATAR,2014
74,COPPER AND ARTICLES THEREOF.,0.29,REUNION,2014
74,COPPER AND ARTICLES THEREOF.,0.38,ROMANIA,2014
74,COPPER AND ARTICLES THEREOF.,312.18,RUSSIA,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",116.82,RUSSIA,2014
74,COPPER AND ARTICLES THEREOF.,140.43,SAUDI ARAB,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.07,SAUDI ARAB,2014
74,COPPER AND ARTICLES THEREOF.,2.33,SENEGAL,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",9.24,SENEGAL,2014
74,COPPER AND ARTICLES THEREOF.,0.18,SERBIA,2014
74,COPPER AND ARTICLES THEREOF.,0.01,SEYCHELLES,2014
74,COPPER AND ARTICLES THEREOF.,1.02,SIERRA LEONE,2014
74,COPPER AND ARTICLES THEREOF.,13.69,SINGAPORE,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",42.66,SINGAPORE,2014
74,COPPER AND ARTICLES THEREOF.,0.73,SLOVAK REP,2014
74,COPPER AND ARTICLES THEREOF.,1.15,SLOVENIA,2014
74,COPPER AND ARTICLES THEREOF.,0.05,SOMALIA,2014
74,COPPER AND ARTICLES THEREOF.,25.14,SOUTH AFRICA,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.17,SOUTH AFRICA,2014
74,COPPER AND ARTICLES THEREOF.,19.02,SPAIN,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.18,SPAIN,2014
74,COPPER AND ARTICLES THEREOF.,6.83,SRI LANKA DSR,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",19.06,SRI LANKA DSR,2014
74,COPPER AND ARTICLES THEREOF.,0.02,ST HELENA,2014
74,COPPER AND ARTICLES THEREOF.,0,ST KITT N A,2014
74,COPPER AND ARTICLES THEREOF.,0.19,SUDAN,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",38.57,SURINAME,2014
74,COPPER AND ARTICLES THEREOF.,0.04,SWAZILAND,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,SWAZILAND,2014
74,COPPER AND ARTICLES THEREOF.,8.53,SWEDEN,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",4.09,SWEDEN,2014
74,COPPER AND ARTICLES THEREOF.,19.73,SWITZERLAND,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",5.17,SWITZERLAND,2014
74,COPPER AND ARTICLES THEREOF.,22.75,TAIWAN,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",2.16,TAIWAN,2014
74,COPPER AND ARTICLES THEREOF.,16.96,TANZANIA REP,2014
74,COPPER AND ARTICLES THEREOF.,109.56,THAILAND,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.1,THAILAND,2014
74,COPPER AND ARTICLES THEREOF.,3.79,TOGO,2014
74,COPPER AND ARTICLES THEREOF.,0.07,TRINIDAD,2014
74,COPPER AND ARTICLES THEREOF.,0.64,TUNISIA,2014
74,COPPER AND ARTICLES THEREOF.,6.99,TURKEY,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",2.33,TURKEY,2014
74,COPPER AND ARTICLES THEREOF.,638.7,U ARAB EMTS,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.95,U ARAB EMTS,2014
74,COPPER AND ARTICLES THEREOF.,95.98,U K,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",65.26,U K,2014
74,COPPER AND ARTICLES THEREOF.,82.57,U S A,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",2333.57,U S A,2014
74,COPPER AND ARTICLES THEREOF.,1.83,UKRAINE,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.69,UKRAINE,2014
74,COPPER AND ARTICLES THEREOF.,0.54,UNSPECIFIED,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.51,UNSPECIFIED,2014
74,COPPER AND ARTICLES THEREOF.,0.23,URUGUAY,2014
74,COPPER AND ARTICLES THEREOF.,0.1,VENEZUELA,2014
74,COPPER AND ARTICLES THEREOF.,71.37,VIETNAM SOC REP,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.1,VIETNAM SOC REP,2014
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,VIRGIN IS US,2014
74,COPPER AND ARTICLES THEREOF.,0.42,YEMEN REPUBLC,2014
74,COPPER AND ARTICLES THEREOF.,231.94,ZAMBIA,2014
74,COPPER AND ARTICLES THEREOF.,0,AFGHANISTAN TIS,2013
74,COPPER AND ARTICLES THEREOF.,0.11,ALBANIA,2013
74,COPPER AND ARTICLES THEREOF.,0.08,AMERI SAMOA,2013
74,COPPER AND ARTICLES THEREOF.,3.62,ANGOLA,2013
74,COPPER AND ARTICLES THEREOF.,5.14,AUSTRALIA,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.29,AUSTRALIA,2013
74,COPPER AND ARTICLES THEREOF.,7.2,AUSTRIA,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.53,AUSTRIA,2013
74,COPPER AND ARTICLES THEREOF.,12.14,BAHARAIN IS,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.2,BAHARAIN IS,2013
74,COPPER AND ARTICLES THEREOF.,17.15,BANGLADESH PR,2013
74,COPPER AND ARTICLES THEREOF.,14.32,BELGIUM,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.45,BELGIUM,2013
74,COPPER AND ARTICLES THEREOF.,0.01,BELIZE,2013
74,COPPER AND ARTICLES THEREOF.,2.54,BENIN,2013
74,COPPER AND ARTICLES THEREOF.,3.3,BHUTAN,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,BOSNIA-HRZGOVIN,2013
74,COPPER AND ARTICLES THEREOF.,1.69,BRAZIL,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.43,BRAZIL,2013
74,COPPER AND ARTICLES THEREOF.,4.79,BULGARIA,2013
74,COPPER AND ARTICLES THEREOF.,0,CAMBODIA,2013
74,COPPER AND ARTICLES THEREOF.,3.36,CANADA,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",102.05,CANADA,2013
74,COPPER AND ARTICLES THEREOF.,0.59,CAPE VERDE IS,2013
74,COPPER AND ARTICLES THEREOF.,73.48,CHILE,2013
74,COPPER AND ARTICLES THEREOF.,192.26,CHINA P RP,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",16.53,CHINA P RP,2013
74,COPPER AND ARTICLES THEREOF.,0.14,COLOMBIA,2013
74,COPPER AND ARTICLES THEREOF.,15.04,CONGO D. REP.,2013
74,COPPER AND ARTICLES THEREOF.,54.98,CONGO P REP,2013
74,COPPER AND ARTICLES THEREOF.,0.3,COTE D' IVOIRE,2013
74,COPPER AND ARTICLES THEREOF.,0.22,CROATIA,2013
74,COPPER AND ARTICLES THEREOF.,1.15,CYPRUS,2013
74,COPPER AND ARTICLES THEREOF.,1.98,CZECH REPUBLIC,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.08,CZECH REPUBLIC,2013
74,COPPER AND ARTICLES THEREOF.,9.14,DENMARK,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.78,DENMARK,2013
74,COPPER AND ARTICLES THEREOF.,0.02,DJIBOUTI,2013
74,COPPER AND ARTICLES THEREOF.,0.11,DOMINIC REP,2013
74,COPPER AND ARTICLES THEREOF.,0.19,ECUADOR,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.02,ECUADOR,2013
74,COPPER AND ARTICLES THEREOF.,5.27,EGYPT A RP,2013
74,COPPER AND ARTICLES THEREOF.,0.49,ESTONIA,2013
74,COPPER AND ARTICLES THEREOF.,0.07,ETHIOPIA,2013
74,COPPER AND ARTICLES THEREOF.,7.92,FINLAND,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,FINLAND,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.46,FR GUIANA,2013
74,COPPER AND ARTICLES THEREOF.,22.23,FRANCE,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",878.03,FRANCE,2013
74,COPPER AND ARTICLES THEREOF.,0.82,GABON,2013
74,COPPER AND ARTICLES THEREOF.,0.05,GAMBIA,2013
74,COPPER AND ARTICLES THEREOF.,1.84,GEORGIA,2013
74,COPPER AND ARTICLES THEREOF.,125.66,GERMANY,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",689.82,GERMANY,2013
74,COPPER AND ARTICLES THEREOF.,1.04,GHANA,2013
74,COPPER AND ARTICLES THEREOF.,1.83,GREECE,2013
74,COPPER AND ARTICLES THEREOF.,1.48,GUINEA,2013
74,COPPER AND ARTICLES THEREOF.,4.6,HONG KONG,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",7.08,HONG KONG,2013
74,COPPER AND ARTICLES THEREOF.,1.46,HUNGARY,2013
74,COPPER AND ARTICLES THEREOF.,17.64,INDONESIA,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.08,INDONESIA,2013
74,COPPER AND ARTICLES THEREOF.,0.51,IRAN,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",21.43,IRAN,2013
74,COPPER AND ARTICLES THEREOF.,0.03,IRELAND,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",69.99,IRELAND,2013
74,COPPER AND ARTICLES THEREOF.,1.04,ISRAEL,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",31.19,ISRAEL,2013
74,COPPER AND ARTICLES THEREOF.,29.54,ITALY,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",31.19,ITALY,2013
74,COPPER AND ARTICLES THEREOF.,58.67,JAPAN,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",38.51,JAPAN,2013
74,COPPER AND ARTICLES THEREOF.,9.11,JORDAN,2013
74,COPPER AND ARTICLES THEREOF.,1.06,KAZAKHSTAN,2013
74,COPPER AND ARTICLES THEREOF.,1.89,KENYA,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.04,KENYA,2013
74,COPPER AND ARTICLES THEREOF.,61.81,KOREA RP,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.03,KOREA RP,2013
74,COPPER AND ARTICLES THEREOF.,37.7,KUWAIT,2013
74,COPPER AND ARTICLES THEREOF.,0.5,LATVIA,2013
74,COPPER AND ARTICLES THEREOF.,8.26,LEBANON,2013
74,COPPER AND ARTICLES THEREOF.,0.72,LIBERIA,2013
74,COPPER AND ARTICLES THEREOF.,0.12,LIBYA,2013
74,COPPER AND ARTICLES THEREOF.,1.21,LITHUANIA,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.06,LITHUANIA,2013
74,COPPER AND ARTICLES THEREOF.,0,LUXEMBOURG,2013
74,COPPER AND ARTICLES THEREOF.,0.04,MACEDONIA,2013
74,COPPER AND ARTICLES THEREOF.,0.02,MADAGASCAR,2013
74,COPPER AND ARTICLES THEREOF.,211.47,MALAYSIA,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",151.91,MALAYSIA,2013
74,COPPER AND ARTICLES THEREOF.,0.72,MALDIVES,2013
74,COPPER AND ARTICLES THEREOF.,0.37,MALI,2013
74,COPPER AND ARTICLES THEREOF.,1.07,MAURITANIA,2013
74,COPPER AND ARTICLES THEREOF.,0.32,MAURITIUS,2013
